associatedReferences,verbatimTaxonRank,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.78,single observation,mm,NA,NA,NA,NA,LACM ENT 602413,1968-09-08,M,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252713,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.03,single observation,mm,NA,NA,NA,NA,LACM ENT 602416,1965-05-25,M,adult,Pasadena,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.31,single observation,mm,NA,NA,NA,NA,LACM ENT 602417,1968-09-08,F,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252703,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.42,single observation,mm,NA,NA,NA,NA,LACM ENT 602421,1957-04-18,M,adult,Santa Monica Mountains,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.68,single observation,mm,NA,NA,NA,NA,LACM ENT 602422,1968-09-08,M,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.66,single observation,mm,NA,NA,NA,NA,LACM ENT 602423,1968-07-02,F,adult,≈14 mi. E. San Blas,NA,NA,NA,NA,NA,Mexico,Nayarit,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.02,single observation,mm,NA,NA,NA,NA,LACM ENT 602425,1968-07-02,F,adult,≈14 mi. E. San Blas,NA,NA,NA,NA,NA,Mexico,Nayarit,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252717,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.87,single observation,mm,NA,NA,NA,NA,LACM ENT 602426,1975-06-01,M,adult,"Arroyo Seco, San Gabriel Mts.",NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa ruficornis,gbif:1342406,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.92,single observation,mm,NA,NA,NA,NA,LACM ENT 602427,05/00/1962,F,adult,"Coimbatore, 420 m",NA,NA,NA,NA,NA,India,Tamil Nadu,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252711,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.74,single observation,mm,NA,NA,NA,NA,LACM ENT 602429,1954-04-26,M,adult,Columbia,NA,NA,NA,NA,NA,United States,California,Tuolumne,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252712,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.21,single observation,mm,NA,NA,NA,NA,LACM ENT 602431,1978-05-13,M,adult,Big Rock Creek,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tenuiscapa,gbif:1342411,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.68,single observation,mm,NA,NA,NA,NA,LACM ENT 602432,01/00/1963,F,adult,Chittagong Hills,NA,NA,NA,NA,NA,Bangladesh,Chittagong,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252702,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.71,single observation,mm,NA,NA,NA,NA,LACM ENT 602434,1930-05-11,M,adult,"Monrovia, Cañon ",NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.67,single observation,mm,NA,NA,NA,NA,LACM ENT 602435,1968-09-08,F,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252706,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.11,single observation,mm,NA,NA,NA,NA,LACM ENT 602436,2000-07-10,M,adult,Riverside,NA,NA,NA,NA,NA,United States,California,Riverside,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.15,single observation,mm,NA,NA,NA,NA,LACM ENT 602437,1968-09-08,M,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.35,single observation,mm,NA,NA,NA,NA,LACM ENT 602439,1968-09-08,F,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.39,single observation,mm,NA,NA,NA,NA,LACM ENT 602441,1965-08-08,F,adult,Santa Rosa,NA,NA,NA,NA,NA,United States,Missippi,Hancock,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.18,single observation,mm,NA,NA,NA,NA,LACM ENT 602442,1965-10-06,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.01,single observation,mm,NA,NA,NA,NA,LACM ENT 602443,1949-07-18,F,adult,Largo,NA,NA,NA,NA,NA,United States,Florida,Pinellas,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.31,single observation,mm,NA,NA,NA,NA,LACM ENT 602445,1964-09-06,F,adult,Bwim,NA,NA,NA,NA,NA,Tanzania,Mwanza,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.91,single observation,mm,NA,NA,NA,NA,LACM ENT 602446,1978-03-23,M,adult,Key Largo Key,NA,NA,NA,NA,NA,United States,Florida,Monroe,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.22,single observation,mm,NA,NA,NA,NA,LACM ENT 602449,1968-07-26,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.87,single observation,mm,NA,NA,NA,NA,LACM ENT 602450,NA,F,adult,University of Florida Agricultural Experimental Station,NA,NA,NA,NA,NA,United States,Florida,Hernando,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.34,single observation,mm,NA,NA,NA,NA,LACM ENT 602451,1946-09-04,M,adult,Ludlam Rd.,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.09,single observation,mm,NA,NA,NA,NA,LACM ENT 602452,NA,M,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.24,single observation,mm,NA,NA,NA,NA,LACM ENT 602454,1955-04-13,M,adult,Alachua county,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.31,single observation,mm,NA,NA,NA,NA,LACM ENT 602455,1958-04-20,M,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.23,single observation,mm,NA,NA,NA,NA,LACM ENT 602456,1981-09-13,F,adult,"Gainesville, 10mi NE",NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.77,single observation,mm,NA,NA,NA,NA,LACM ENT 602457,1981-09-13,F,adult,"Gainesville, 10mi NE",NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.53,single observation,mm,NA,NA,NA,NA,LACM ENT 602459,1965-10-21,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252679,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.38,single observation,mm,NA,NA,NA,NA,LACM ENT 602461,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.26,single observation,mm,NA,NA,NA,NA,LACM ENT 602464,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.62,single observation,mm,NA,NA,NA,NA,LACM ENT 602465,1975-09-05,F,adult,40 km. n. Soto la Marina,NA,NA,NA,NA,NA,Mexico,Tamaulipas,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252685,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.67,single observation,mm,NA,NA,NA,NA,LACM ENT 602466,1958-03-21,M,adult,"Sycamore Canyon, Baboquivaria Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.45,single observation,mm,NA,NA,NA,NA,LACM ENT 602467,05/30/ 0000,F,adult,Victoria,NA,NA,NA,NA,NA,United States,Texas,Victoria,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252682,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.04,single observation,mm,NA,NA,NA,NA,LACM ENT 602468,1953-06-26,M,adult,"Westgard Pass, 7 Mi. West",NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.26,single observation,mm,NA,NA,NA,NA,LACM ENT 602471,1959-04-06,M,adult,Collier County,NA,NA,NA,NA,NA,United States,Florida,Collier,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.87,single observation,mm,NA,NA,NA,NA,LACM ENT 602472,1958-07-22,F,adult,Hilo,NA,NA,NA,NA,NA,United States,Hawaii,Hawaiʻi,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.79,single observation,mm,NA,NA,NA,NA,LACM ENT 602473,1976-04-11,M,adult,"Gainesville, Austin, Carey Forest, Hatchett Creek",NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252681,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.96,single observation,mm,NA,NA,NA,NA,LACM ENT 602474,1956-04-21,M,adult,El Marmol,NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.34,single observation,mm,NA,NA,NA,NA,LACM ENT 602475,1945-04-05,M,adult,Ivanhoe,NA,NA,NA,NA,NA,United States,North Carolina,Sampson,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252691,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.12,single observation,mm,NA,NA,NA,NA,LACM ENT 602476,1958-09-13,M,adult,"El Tajo Canyon, Sierra Juarez Mtns.",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252683,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.87,single observation,mm,NA,NA,NA,NA,LACM ENT 602477,08/17-20/1955,M,adult,Madera Canyon,NA,NA,NA,NA,NA,United States,Arizona,Santa Cruz,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.88,single observation,mm,NA,NA,NA,NA,LACM ENT 602478,05/00/1950,F,adult,New Holland,NA,NA,NA,NA,NA,United States,North Carolina,Hyde,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.13,single observation,mm,NA,NA,NA,NA,LACM ENT 602479,1952-10-22,F,adult,Palmetto State Park,NA,NA,NA,NA,NA,United States,Texas,Gonzalez,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.08,single observation,mm,NA,NA,NA,NA,LACM ENT 602480,07/00/1958,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.95,single observation,mm,NA,NA,NA,NA,LACM ENT 602481,1986-06-11,F,adult,Palm Beach County,NA,NA,NA,NA,NA,United States,Florida,Palm Beach,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252674,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.46,single observation,mm,NA,NA,NA,NA,LACM ENT 602482,00/00/1937,M,adult,Lone Pine,NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252676,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.52,single observation,mm,NA,NA,NA,NA,LACM ENT 602483,1958-09-07,F,adult,"Brown Canyon, Baboquivari Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252689,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.65,single observation,mm,NA,NA,NA,NA,LACM ENT 602484,1958-09-10,M,adult,"El Progreso, Head of El Tajo Canyon. Sierra Juarez Mtns.",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252677,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.82,single observation,mm,NA,NA,NA,NA,LACM ENT 602485,1958-09-07,F,adult,"Brown Canyon, Baboquivari Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.64,single observation,mm,NA,NA,NA,NA,LACM ENT 602486,1929-07-14,M,adult,Manoa,NA,NA,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252675,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.32,single observation,mm,NA,NA,NA,NA,LACM ENT 602487,1958-09-08,F,adult,"Montezuma Pass, Huachuca Mts.",NA,NA,NA,NA,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.65,single observation,mm,NA,NA,NA,NA,LACM ENT 602488,1954-07-13,F,adult,Alachua county,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.14,single observation,mm,NA,NA,NA,NA,LACM ENT 602489,1972-02-24,M,adult,No Name Key,NA,NA,NA,NA,NA,United States,Florida,Monroe,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.52,single observation,mm,NA,NA,NA,NA,LACM ENT 602490,1965-10-12,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.24,single observation,mm,NA,NA,NA,NA,LACM ENT 602491,1955-02-23,F,adult,Alachua county,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252680,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.65,single observation,mm,NA,NA,NA,NA,LACM ENT 602492,1959-05-27,F,adult,"Wildrose Canyon, Panamint Mts.",NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.48,single observation,mm,NA,NA,NA,NA,LACM ENT 602493,1970-12-17,M,adult,Key West,NA,NA,NA,NA,NA,United States,Florida,Monroe,NA
