associatedReferences,verbatimTaxonRank,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.17,single observation,mm,NA,NA,NA,NA,LACM ENT 601635,1997-06-01,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tenuiscapa,gbif:1342411,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.65,single observation,mm,NA,NA,NA,NA,LACM ENT 601638,10/00/1961,F,adult,Coimbatore,NA,NA,NA,NA,NA,India,Coimbatore,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.74,single observation,mm,NA,NA,NA,NA,LACM ENT 601641,1965-10-06,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252701,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.79,single observation,mm,NA,NA,NA,NA,LACM ENT 601645,1951-07-02,M,adult,Eleanor Lake,NA,NA,NA,NA,NA,United States,California,Tuolumne,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.55,single observation,mm,NA,NA,NA,NA,LACM ENT 601646,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tranquebarica,gbif:1342355,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.05,single observation,mm,NA,NA,NA,NA,LACM ENT 601647,7/21-24/1996,F,adult,Khao Chong Nature Education Centre,07.35°N,99.46°E,NA,NA,NA,Thailand,Trang,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342538,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.37,single observation,mm,NA,NA,NA,NA,LACM ENT 601648,1965-02-16,M,adult,"Pucallpa, 200m",NA,NA,NA,NA,NA,Peru,Loreto,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tranquebarica,gbif:1342355,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.67,single observation,mm,NA,NA,NA,NA,LACM ENT 601664,05/171968,F,adult,Cam Ranh Peninsula,NA,NA,NA,NA,NA,Vietnam,Khánh Hòa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.23,single observation,mm,NA,NA,NA,NA,LACM ENT 601670,1955-11-13,F,adult,Levy County,NA,NA,NA,NA,NA,United States,Florida,Levy,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.19,single observation,mm,NA,NA,NA,NA,LACM ENT 601671,1965-10-21,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa latipes,gbif:1342178,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,10.04,single observation,mm,NA,NA,NA,NA,LACM ENT 601674,07/29-30/1958,F,adult,"Borneo, Sarawak, Bau, 90-240 m.",NA,NA,NA,NA,NA,Malaysia,Sarawak,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252703,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.68,single observation,mm,NA,NA,NA,NA,LACM ENT 601675,NA,F,adult,"Utah, Springdale",NA,NA,NA,NA,NA,United States,Utah,Washington,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tranquebarica,gbif:1342355,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.05,single observation,mm,NA,NA,NA,NA,LACM ENT 601678,07/21-24/1996,F,adult,Khao Chong Nature Education Centre,07.35°N,99.46°E,NA,NA,NA,Thailand,Trang,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.74,single observation,mm,NA,NA,NA,NA,LACM ENT 601688,1958-07-28,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.55,single observation,mm,NA,NA,NA,NA,LACM ENT 601710,1958-07-28,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.46,single observation,mm,NA,NA,NA,NA,LACM ENT 601733,1958-09-14,M,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.13,single observation,mm,NA,NA,NA,NA,LACM ENT 601755,1961-03-03,M,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.38,single observation,mm,NA,NA,NA,NA,LACM ENT 601761,07/00/1953,F,adult,Wilson Dam,NA,NA,NA,NA,NA,United States,Alabama,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.86,single observation,mm,NA,NA,NA,NA,LACM ENT 601762,1958-04-19,M,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.93,single observation,mm,NA,NA,NA,NA,LACM ENT 601768,07/00/1945,F,adult,Northport,NA,NA,NA,NA,NA,United States,New York,Suffolk,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.52,single observation,mm,NA,NA,NA,NA,LACM ENT 601781,1958-05-16,M,adult,Fort Gregg-Adams,NA,NA,NA,NA,NA,United States,Virginia,Prince George,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.97,single observation,mm,NA,NA,NA,NA,LACM ENT 601787,1958-09-11,F,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.43,single observation,mm,NA,NA,NA,NA,LACM ENT 601799,04/21-22/1952,M,adult,"Brushy Mountains, 1400-2000 ft.",NA,NA,NA,NA,NA,United States,North Carolina,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.52,single observation,mm,NA,NA,NA,NA,LACM ENT 601804,1958-09-14,M,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.62,single observation,mm,NA,NA,NA,NA,LACM ENT 601829,1965-10-01,M,adult,Gainesville,NA,NA,NA,NA,NA,United States,Missippi,Hancock,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.21,single observation,mm,NA,NA,NA,NA,LACM ENT 601839,1958-08-09,F,adult,Raleigh,NA,NA,NA,NA,NA,United States,North Carolina,Wake,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.8,single observation,mm,NA,NA,NA,NA,LACM ENT 601860,1958-04-13,M,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.57,single observation,mm,NA,NA,NA,NA,LACM ENT 601873,1959-03-22,M,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.77,single observation,mm,NA,NA,NA,NA,LACM ENT 601884,1959-03-22,M,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.58,single observation,mm,NA,NA,NA,NA,LACM ENT 601888,1958-04-27,M,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.83,single observation,mm,NA,NA,NA,NA,LACM ENT 602270,1997-06-03,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.63,single observation,mm,NA,NA,NA,NA,LACM ENT 602351,1991-03-29,F,adult,Guatemala City,NA,NA,NA,NA,NA,Guatemala,Guatemala Department,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342518,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.86,single observation,mm,NA,NA,NA,NA,LACM ENT 602354,1956-05-25,F,adult,24 kil. E. Formoso,NA,NA,NA,NA,NA,Brazil,Goiás,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342519,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.36,single observation,mm,NA,NA,NA,NA,LACM ENT 602355,1962-12-07,F,adult,"Turrialba, IICA grounds",NA,NA,NA,NA,NA,Costa Rica,Cartago,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tenuiscapa,gbif:1342411,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.32,single observation,mm,NA,NA,NA,NA,LACM ENT 602358,07/22/ 0000,F,adult,Chiang Mai University campus,NA,NA,NA,NA,NA,Thailand,Chiang Mai,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342528,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.97,single observation,mm,NA,NA,NA,NA,LACM ENT 602359,1965-06-16,F,adult,"Boqueron, 500 m.",NA,NA,NA,NA,NA,Peru,Loreto,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tenuiscapa,gbif:1342411,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.61,single observation,mm,NA,NA,NA,NA,LACM ENT 602362,00/00/1911,F,adult,Sri Lanka,NA,NA,NA,NA,NA,Sri Lanka,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342522,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.68,single observation,mm,NA,NA,NA,NA,LACM ENT 602363,1956-05-17,F,adult,24 kil. E. Formoso,NA,NA,NA,NA,NA,Brazil,Goiás,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342523,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.41,single observation,mm,NA,NA,NA,NA,LACM ENT 602366,1965-07-09,F,adult,"Boqueron, 550 m.",NA,NA,NA,NA,NA,Peru,Loreto,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342521,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.06,single observation,mm,NA,NA,NA,NA,LACM ENT 602368,12/03-05/1964,F,adult,"Pucallpa, 200m",NA,NA,NA,NA,NA,Peru,Loreto,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342530,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.66,single observation,mm,NA,NA,NA,NA,LACM ENT 602369,11/1-10/1964,F,adult,"Pucallpa, 200m",NA,NA,NA,NA,NA,Peru,Loreto,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342529,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.17,single observation,mm,NA,NA,NA,NA,LACM ENT 602370,1970-09-16,F,adult,"San Jeronimo, Tacana",NA,NA,NA,NA,NA,Mexico,Chiapas,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342532,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.96,single observation,mm,NA,NA,NA,NA,LACM ENT 602371,1956-05-16,F,adult,24 kil. E. Formoso,NA,NA,NA,NA,NA,Brazil,Goiás,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342520,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,9.08,single observation,mm,NA,NA,NA,NA,LACM ENT 602372,07/20-30/1965,F,adult,"Pucallpa, 200m",NA,NA,NA,NA,NA,Peru,Loreto,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.63,single observation,mm,NA,NA,NA,NA,LACM ENT 602373,1968-09-08,M,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa frontalis,gbif:1342539,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.76,single observation,mm,NA,NA,NA,NA,LACM ENT 602375,09/28-10/12/1964,M,adult,"15 KM N.E. Potrero Grande, Finca El Helechales",NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.98,single observation,mm,NA,NA,NA,NA,LACM ENT 602376,1966-08-11,F,adult,23.2 mi N Chilpancingo,NA,NA,NA,NA,NA,Mexico,Guerrero,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.06,single observation,mm,NA,NA,NA,NA,LACM ENT 602379,1962-07-09,M,adult,Taxco,NA,NA,NA,NA,NA,Mexico,Guerrero,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252715,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.97,single observation,mm,NA,NA,NA,NA,LACM ENT 602381,1980-07-01,M,adult,Atmore Mdw. el. 4200 ft. Liebre Mts.,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis tabaniformis,gbif:7046587,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.05,single observation,mm,NA,NA,NA,NA,LACM ENT 602383,1968-09-08,M,adult,"Presa Benito Juárez, nr. Jalapa de Marquez, Hwy 190",NA,NA,NA,NA,NA,Mexico,Oaxaca,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252705,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.85,single observation,mm,NA,NA,NA,NA,LACM ENT 602385,1952-07-01,M,adult,San Jacinto Mountains,NA,NA,NA,NA,NA,United States,California,Riverside,NA
